X	HN23_1	HN25_1	HN26_1	HN28_1	HN_0	HN10_0	HN12_0	HN13_0	HN16_0	HN17_0	HN18_0	HN20_0	HN22_0	HN24_0	HN24_1	HN25_0	HN26_0	HN5_0	HN5_1	HN6_0	HN6_1	HN7_0	HN8_0
261	0	3.906212338	3.773268309	2.59815472	4.073558944	0.009539997	0.105681165	84.5323319	14.82907399	2.694672426	15.21567149	0.013072274	0.00918787	0	25.81388864	7.263332516	0	215.8470893	69.06671281	30.70284316	5.825818407	0	51.8812445
262	0	0.00131992	0.01273733	0.00175205	0	0	0.012671424	0	0.026859125	0.007301938	0.022454853	0	0	0	0	1.032791483	15.78481392	0	0.007602208	0	0.085110105	0	3.247870727
263	14.08474438	2.109810847	5.364342979	0.922421844	7.178150599	0.03344884	41.07577117	0.770254486	20.72205713	10.66480062	12.60708354	0.335142906	5.911335692	0.026216504	0.14224424	1.841757862	3.924831727	21.0577074	14.01678968	0.13225991	0.180577154	0.021428857	2.183667137
264	0	0	0	0	1.905341106	0	0	4.922776321	0.31249514	0	10.54481995	0	0	0	0	0	0	0	0	0	0	0	0
265	45.65185308	5.87762402	4.915829465	2.485853973	49.18818267	22.83560325	63.70042368	28.83462027	31.03682768	7.911284336	35.22108054	0.702560628	1.019780729	0.855920401	10.0155931	15.68541285	8.515584605	19.18986234	7.004217817	1.483948744	1.90457709	0	2.376217507
266	29.97433475	3.460031534	0	0.007669434	46.63971999	0	124.0368698	13.79987514	55.21567617	9.778339235	60.90245523	0.243177795	0.292752638	4.434173137	3.831188803	2.778906582	0	32.49780287	0.69168286	0	0	0	0
267	0	4.118613056	0.518409261	3.036533135	1.943837229	2.630125608	1.210585002	8.143008205	4.612321919	38.72391221	8.022048809	5.991454263	8.579684203	0	0.91997281	3.336403698	0	2.817450297	0.300224724	0	0.278605531	68.81822128	0
268	0	4.562603437	0.719808802	3.097711386	26.1580269	43.71367244	9.989019159	36.7610813	115.985606	18.15535581	34.9581084	0.628328997	0.024974774	0	16.3864931	0.37061692	0	96.95827043	31.11447376	1.222229702	2.063576057	0	0.689520082
269	31.24770129	43.76756697	9.991109119	3.817235251	37.09508192	42.40324059	0.018424274	106.5661964	47.25948019	27.58889719	75.64334847	0.00682428	171.5641303	57.06387231	419.2284187	8.301137679	0	27.7372375	17.64679321	3.500118183	0.035693141	0.032857014	41.32325163
270	0	0	0.24341426	0	3.575874617	0	4.022303584	0	5.491654269	2.063154299	0.434676222	0	0	0	0	0.319773421	0	0.628311353	0	0	0.888865252	0	0
